Symbol,Adj Multiple,Date,Average Price,Adj Average Price,Forward Lag  1,Prediction
EXTR,1.0,2012-03-07 00:00:00,3.7475000000000014,3.7475000000000014,-0.002001334222815232,0.14892721903249542
VVUS,1.0,2012-03-08 00:00:00,21.324999999999999,21.324999999999999,-0.016295427901524051,0.051484101512693878
ZLTQ,1.0,2012-03-09 00:00:00,6.3824999999999994,6.3824999999999994,0.081472777124951046,0.020359429282935573
ZLTQ,1.0,2012-03-12 00:00:00,6.9024999999999999,6.9024999999999999,0.01810938065918144,0.040106264112687452
SDCJF,1.0,2012-03-13 00:00:00,0.78500000000000003,0.78500000000000003,0.015923566878981003,0.018863469064759088
RGEN,1.0,2012-03-14 00:00:00,4.7449999999999992,4.7449999999999992,0.020021074815595563,0.059679694996451885
CDURQ,1.0,2012-03-15 00:00:00,0.79000000000000004,0.79000000000000004,0.0,0.023108787559159582
ECYT,1.0,2012-03-16 00:00:00,5.2824999999999998,5.2824999999999998,-0.03786086133459543,0.026856359030036844
LONG,1.0,2012-03-19 00:00:00,15.175000000000001,15.175000000000001,-0.010873146622734642,0.017923609807128683
VVUS,1.0,2012-03-20 00:00:00,20.855,20.855,0.011388156317429845,0.054850568206845286
AMLZF,1.0,2012-03-21 00:00:00,8.6999999999999993,8.6999999999999993,-0.075862068965517268,0.019111074215389167
PVG,1.0,2012-03-22 00:00:00,13.395,13.395,0.017170586039567004,0.01947691007531336
PLUG,1.0,2012-03-23 00:00:00,1.3525,1.3525,0.048059149722735839,0.034986192153003574
JIVE,1.0,2012-03-26 00:00:00,27.147500000000001,27.147500000000001,-0.0066304447923380971,0.07284186905162858
ECYT,1.0,2012-03-27 00:00:00,5.5824999999999996,5.5824999999999996,-0.01522615315718745,0.021459777405678056
SREV,1.0,2012-03-28 00:00:00,15.6325,15.6325,-0.017911402526787138,0.011633771827670105
NSU,1.0890207715133531,2012-03-29 00:00:00,3.6124999999999998,3.3172002724795639,0.025853634691181737,0.016278371882029134
INO,1.0,2012-03-30 00:00:00,0.66249999999999998,0.66249999999999998,0.045283018867924518,0.058131894271863722
OREX,1.0,2012-04-02 00:00:00,4.1449999999999996,4.1449999999999996,-0.021109770808202533,0.016040541363544096
AXDX,1.0,2012-04-03 00:00:00,1.0024999999999999,1.0024999999999999,-0.014962593516209544,0.017178492088797133
LABL,1.0158172231985942,2012-04-04 00:00:00,22.847500000000004,22.491743079584779,0.024920245242186168,0.015107095856391851
NSU,1.0876623376623378,2012-04-05 00:00:00,3.4224999999999999,3.14665671641791,-0.017531044558071533,0.016224656848802269
CAAED,0.099879663056558363,2012-04-06 00:00:00,0.82999999999999996,8.3100000000000005,-0.028279181708784518,0.012782286216832457
CCMO,1.0,2012-04-09 00:00:00,5.0499999999999998,5.0499999999999998,0.0,0.024071285663857325
CCMO,1.0,2012-04-10 00:00:00,5.0499999999999998,5.0499999999999998,0.085148514851485224,0.047340897816116147
CAAED,0.099520383693045569,2012-04-11 00:00:00,0.78499999999999992,7.8878313253012049,0.071270372237241864,0.011975916710011228
INSM,1.0,2012-04-12 00:00:00,3.2925,3.2925,-0.053910402429764526,0.0089907850798994684
PZN,1.0836431226765799,2012-04-13 00:00:00,6.0549999999999997,5.5876329331046311,-0.044041214283391916,0.021218479595598812
MNI,1.0,2012-04-16 00:00:00,2.8325,2.8325,-0.018534863195057261,1.6516745547321001
LNCGY,1.0,2012-04-17 00:00:00,11.885,11.885,0.06689103912494733,0.02893104047805925
APSA,1.2839248434237998,2012-04-18 00:00:00,13.0,10.125203252032517,-0.058810189089959053,0.01802039988088917
TNP,1.1075837742504409,2012-04-19 00:00:00,6.2400000000000002,5.6338853503184714,0.023987506746127485,0.021705059705057258
INSM,1.0,2012-04-20 00:00:00,3.0650000000000004,3.0650000000000004,-0.0024469820554650079,0.015252461302168166
GTN,1.0,2012-04-23 00:00:00,1.6174999999999999,1.6174999999999999,0.012364760432766577,0.015622929233603937
AXDX,1.0,2012-04-24 00:00:00,2.5425,2.5425,-0.013765978367748177,0.18049501792368536
ECYT,1.0,2012-04-25 00:00:00,7.1675000000000004,7.1675000000000004,-0.0027903732124173733,0.014558413794361047
RGEN,1.0,2012-04-26 00:00:00,4.46,4.46,-0.017376681614349687,0.030641317644495705
ARWR,1.0,2012-04-27 00:00:00,5.8224999999999998,5.8224999999999998,-0.013739802490339235,0.012615471525229516
TXMD,1.0,2012-04-30 00:00:00,2.5750000000000002,2.5750000000000002,0.0,0.98815584556562608
ECYT,1.0,2012-05-01 00:00:00,7.2050000000000001,7.2050000000000001,0.0,0.042440422612309237
PBY,1.0,2012-05-02 00:00:00,11.4025,11.4025,-0.016882262661696901,0.01682986448876117
PBY,1.0,2012-05-03 00:00:00,11.210000000000001,11.210000000000001,0.002899197145405763,0.034196969025422033
MMSI,1.0,2012-05-04 00:00:00,13.185,13.185,-0.0018960940462646734,0.069696393748210253
BSFT,1.0,2012-05-07 00:00:00,33.435000000000002,33.435000000000002,-0.040002990877822775,0.030750431371494368
SZYM,1.0,2012-05-08 00:00:00,10.282500000000001,10.282500000000001,-0.040359834670556816,0.093606416283508603
AXDX,1.0,2012-05-09 00:00:00,2.9049999999999998,2.9049999999999998,0.090361445783132766,0.024937596141372882
ANGI,1.0,2012-05-10 00:00:00,14.68,14.68,-0.018562670299727583,0.0273487847543308
APSA,1.283457249070632,2012-05-11 00:00:00,13.827500000000001,10.773635047067344,-0.0094128143825571442,0.051517197079791126
VTG,1.0,2012-05-14 00:00:00,1.5425,1.5425,-0.042139384116693601,1.4830227068609327
CCMO,1.0,2012-05-15 00:00:00,4.875,4.875,-0.077435897435897294,0.032617503493076981
BCOM,1.0500927643784788,2012-05-16 00:00:00,5.6275000000000004,5.3590503533568885,-0.060385545115021137,0.044645333599407568
AXDX,1.0,2012-05-17 00:00:00,2.9300000000000002,2.9300000000000002,-0.085324232081911311,0.039747181447860096
MTL,1.0,2012-05-18 00:00:00,5.6475,5.6475,0.034085878707392547,0.020296020867250842
INSM,1.0,2012-05-21 00:00:00,2.9700000000000002,2.9700000000000002,0.0016835016835017313,0.065610468575815747
AXDX,1.0,2012-05-22 00:00:00,2.335,2.335,0.050321199143469116,0.031663359872333589
LNCGY,1.0,2012-05-23 00:00:00,6.0175000000000001,6.0175000000000001,-0.027835479850436329,0.025418063122402568
VVUS,1.0,2012-05-24 00:00:00,24.627500000000001,24.627500000000001,-0.000507562683991436,0.042190756357661764
CCMO,1.0,2012-05-25 00:00:00,3.3575000000000004,3.3575000000000004,-0.0022338049143709733,0.023948309991993648
CAAED,0.0992248062015504,2012-05-28 00:00:00,0.64000000000000001,6.4500000000000002,0.0015384615384614884,0.00077117147895670824
CCMO,1.0,2012-05-29 00:00:00,3.3500000000000001,3.3500000000000001,-0.0074626865671639795,0.012334474310199371
PBY,1.0,2012-05-30 00:00:00,8.7074999999999996,8.7074999999999996,0.047085845535458137,0.02426360978176452
MUX,1.0,2012-05-31 00:00:00,2.3925000000000001,2.3925000000000001,0.021943573667711599,0.02387963201666217
CSWC,4.1353383458646613,2012-06-01 00:00:00,87.682500000000005,21.203222727272731,0.0052900301922456103,0.025400108113042025
LNCGY,1.0,2012-06-04 00:00:00,6.6100000000000003,6.6100000000000003,0.0363086232980332,0.03363518709752495
TNP,1.0767590618336886,2012-06-05 00:00:00,5.0674999999999999,4.7062524752475259,0.014190985302040769,0.022548436990874211
FCEL,1.0,2012-06-06 00:00:00,1.0600000000000001,1.0600000000000001,-0.0023584905660376521,0.037159197440101252
DNN,1.0,2012-06-07 00:00:00,1.54,1.54,-0.02759740259740262,5.4058887878035637
FCEL,1.0,2012-06-08 00:00:00,1.0225,1.0225,0.02689486552567244,0.03346465032279404
NX,1.0175332527206769,2012-06-11 00:00:00,17.129999999999999,16.834830659536546,-0.001666254992339633,0.019407146015775024
IMOS,1.0206185567010309,2012-06-12 00:00:00,10.607500000000002,10.393207070707071,0.020190603149390363,0.018441622906188927
INSM,1.0,2012-06-13 00:00:00,3.1749999999999998,3.1749999999999998,-0.038582677165354351,0.014050559424348966
PBY,1.0,2012-06-14 00:00:00,9.4024999999999999,9.4024999999999999,0.0015953203935124005,0.096082392326642257
TXMD,1.0,2012-06-15 00:00:00,2.6400000000000001,2.6400000000000001,0.0037878787878786735,0.017302381687226361
FCEL,1.0,2012-06-18 00:00:00,1.0375000000000001,1.0375000000000001,0.0024096385542167198,0.54762668626482991
CCMO,1.0,2012-06-19 00:00:00,3.0699999999999998,3.0699999999999998,-0.13273615635179159,0.013222370748874552
PLG,1.0,2012-06-20 00:00:00,1.0325,1.0325,-0.036319612590798966,0.28055934599086002
ELX,1.0,2012-06-21 00:00:00,7.335,7.335,0.0074982958418541301,0.038391753906164366
CAAED,0.099337748344370841,2012-06-22 00:00:00,0.45750000000000002,4.6055000000000001,-0.016393442622950838,0.02766195151602269
NDZ,1.0,2012-06-25 00:00:00,9.2475000000000005,9.2475000000000005,0.0016220600162204502,0.020171333412767462
INO,1.0,2012-06-26 00:00:00,0.4425,0.4425,0.016949152542372836,0.026524486150508158
INO,1.0,2012-06-27 00:00:00,0.45000000000000001,0.45000000000000001,0.033333333333333215,0.040100883015248459
ORBK,1.0,2012-06-28 00:00:00,7.6600000000000001,7.6600000000000001,0.032310704960835546,0.015638070724924208
MITL,1.0,2012-06-29 00:00:00,4.4199999999999999,4.4199999999999999,0.0039592760180995326,0.071370653192494651
PDFS,1.0,2012-07-02 00:00:00,10.015000000000001,10.015000000000001,0.010234648027958038,0.034265634280773345
MNTA,1.0,2012-07-03 00:00:00,14.102499999999999,14.102499999999999,0.0083318560538911957,0.014234429651565444
CAAED,0.10020876826722336,2012-07-04 00:00:00,0.47999999999999998,4.79,-0.016656076971952594,-0.0037415775451415923
GTN,1.0,2012-07-05 00:00:00,1.635,1.635,0.012232415902140749,0.16623097231605949
CCMO,1.0,2012-07-06 00:00:00,5.4550000000000001,5.4550000000000001,0.030247479376718681,0.020296445106514981
BPI,1.0,2012-07-09 00:00:00,15.4475,15.4475,-0.12461563359766956,0.034289993168618131
CAK,2.458333333333333,2012-07-10 00:00:00,0.58999999999999997,0.23999999999999999,0.024590163934426368,0.049541587853359062
CCMO,1.0,2012-07-11 00:00:00,4.375,4.375,-0.1457142857142858,0.042133080950624888
CCMO,1.0,2012-07-12 00:00:00,3.7374999999999998,3.7374999999999998,0.032775919732441539,0.045368153997195335
CAK,2.3999999999999999,2012-07-13 00:00:00,0.60499999999999998,0.25208333333333333,-0.047933884297520768,0.032994534091338006
OREX,1.0,2012-07-16 00:00:00,7.3925000000000001,7.3925000000000001,-0.0094690564761582569,0.07411794717980548
GTN,1.0,2012-07-17 00:00:00,1.5650000000000002,1.5650000000000002,0.022364217252396124,4.8254015986020029
INO,1.0,2012-07-18 00:00:00,0.53749999999999998,0.53749999999999998,0.032558139534883963,0.17621421550299146
AXDX,1.0,2012-07-19 00:00:00,3.1775000000000002,3.1775000000000002,0.00078678206136895124,3.2705189627755904
SDCJF,1.0,2012-07-20 00:00:00,0.53750000000000009,0.53750000000000009,0.041860465116279055,0.28013891501181798
CCMO,1.0,2012-07-23 00:00:00,2.2999999999999998,2.2999999999999998,0.015217391304347849,0.030242639885410868
SHEN,1.0402542372881356,2012-07-24 00:00:00,15.067500000000001,14.484439918533607,-0.01921202472548067,0.091173106939178322
GFA,1.085427135678392,2012-07-25 00:00:00,2.1675000000000004,1.9969097222222223,0.034287850523005536,0.017425136111109848
CCMO,1.0,2012-07-26 00:00:00,1.8875,1.8875,-0.10198675496688736,0.031050089260695881
GDOT,1.0,2012-07-27 00:00:00,9.5924999999999994,9.5924999999999994,0.015376596299192082,0.12804203599870545
SGNT,1.0,2012-07-30 00:00:00,19.607500000000002,19.607500000000002,-0.0071401249521867438,0.099278871778614872
GDOT,1.0,2012-07-31 00:00:00,10.2475,10.2475,0.0070748963161748613,0.044416774864821165
CQB,1.0,2012-08-01 00:00:00,5.1174999999999997,5.1174999999999997,-0.039570102589154832,0.59560176177508639
SREV,1.0,2012-08-02 00:00:00,8.1500000000000004,8.1500000000000004,0.026073619631901801,0.037482750190818752
YRCW,1.0,2012-08-03 00:00:00,5.7450000000000001,5.7450000000000001,-0.055265448215839896,0.021995141305466155
EXEL,1.0,2012-08-06 00:00:00,4.9700000000000015,4.9700000000000015,-0.049798792756539312,0.024219531972897036
EDMC,1.0,2012-08-07 00:00:00,3.5525000000000002,3.5525000000000002,0.064039408866995107,0.017120666733069709
HWAY,1.0,2012-08-08 00:00:00,10.8325,10.8325,0.0018462958689129394,0.51727240922169482
BCOM,1.0512820512820509,2012-08-09 00:00:00,2.7825000000000002,2.6467682926829266,0.046559310710254209,0.075768570704872182
WG,1.0,2012-08-10 00:00:00,5.8324999999999996,5.8324999999999996,0.003429061294470737,0.10908708430609518
BCOM,1.0504201680672269,2012-08-13 00:00:00,2.5475000000000003,2.4252200000000004,0.005357422319069105,0.033899769014762174
CDURQ,1.0,2012-08-14 00:00:00,2.25,2.25,0.0,0.11413306895668004
PCCC,1.0532544378698223,2012-08-15 00:00:00,12.3675,11.742176966292133,-0.00025526565167610649,0.015882643689246426
ROCK,1.0,2012-08-16 00:00:00,10.8925,10.8925,0.0084920817075970767,1.1240927855702301
NHC,1.0673742501153671,2012-08-17 00:00:00,46.447499999999998,43.515664721141377,-0.0078832733340366001,0.043065636842459037
CDURQ,1.0,2012-08-20 00:00:00,1.1399999999999999,1.1399999999999999,0.0,0.13791526888744324
BCOM,1.0512820512820509,2012-08-21 00:00:00,2.8700000000000001,2.73,0.0,0.022828133040491042
CDURQ,1.0,2012-08-22 00:00:00,1.1399999999999999,1.1399999999999999,0.0,0.10168516181589134
CDURQ,1.0,2012-08-23 00:00:00,1.1399999999999999,1.1399999999999999,0.0,0.088888126575606408
CDURQ,1.0,2012-08-24 00:00:00,1.1399999999999999,1.1399999999999999,0.0,0.092633495455694437
MITL,1.0,2012-08-27 00:00:00,2.75,2.75,-0.008181818181818179,0.16750576284789653
EDMC,1.0,2012-08-28 00:00:00,3.2050000000000001,3.2050000000000001,-0.033541341653666179,0.016073899317359534
MWW,1.0,2012-08-29 00:00:00,7.0175000000000001,7.0175000000000001,-0.017812611328820838,0.017179011342155302
LONKF,1.0,2012-08-30 00:00:00,0.16999999999999998,0.16999999999999998,0.058823529411764726,0.062267167049148274
MYD,1.1211072664359862,2012-08-31 00:00:00,16.175000000000001,14.42770061728395,-0.0019899816423427641,0.024372346536316609
CAAED,0.099137931034482776,2012-09-03 00:00:00,0.46000000000000002,4.6399999999999997,0.0,0.0033529532425744216
CAK,2.4761904761904763,2012-09-04 00:00:00,0.52249999999999996,0.21100961538461527,0.02293469522863778,0.022192671846626797
FRAN,1.0,2012-09-05 00:00:00,31.640000000000001,31.640000000000001,-0.039269911504424722,0.013059457661652145
CAAED,0.10000000000000001,2012-09-06 00:00:00,0.46999999999999997,4.7000000000000002,0.0,0.2477106271020024
PDFS,1.0,2012-09-07 00:00:00,12.550000000000001,12.550000000000001,0.0089641434262948128,0.020205029047106908
NDZ,1.0,2012-09-10 00:00:00,6.3975,6.3975,0.059007424775302963,0.16032343449798986
LONKF,1.0,2012-09-11 00:00:00,0.19,0.19,0.0,0.00910673639299419
NDZ,1.0,2012-09-12 00:00:00,6.8449999999999998,6.8449999999999998,0.049671292914536203,0.052761937819488888
BCOM,1.05,2012-09-13 00:00:00,3.5575000000000001,3.388095238095238,0.038056111141142816,0.026398801817971402
EDMC,1.0,2012-09-14 00:00:00,3.5474999999999999,3.5474999999999999,0.0,0.014600354336712447
LONKF,1.0,2012-09-17 00:00:00,0.19,0.19,0.0,0.035387463422698662
RLD,1.0,2012-09-18 00:00:00,9.3350000000000009,9.3350000000000009,-0.018211033743974481,0.022752243081857918
CAK,2.3809523809523809,2012-09-19 00:00:00,0.51000000000000001,0.2142,-0.024413687043444817,0.91311310905568444
CAK,2.4285714285714293,2012-09-20 00:00:00,0.50750000000000006,0.20897058823529413,-0.0049261083743844533,0.013389579055470422
CDURQ,1.0,2012-09-21 00:00:00,1.22,1.22,0.0,0.11832290594314493
PLUG,1.0,2012-09-24 00:00:00,0.82000000000000006,0.82000000000000006,-0.0030487804878051032,0.099746752940552366
CDURQ,1.0,2012-09-25 00:00:00,1.22,1.22,0.0,0.020912133305816569
VTG,1.0,2012-09-26 00:00:00,1.8174999999999999,1.8174999999999999,0.0055020632737277104,0.17022471237843328
ESI,1.0,2012-09-27 00:00:00,32.954999999999998,32.954999999999998,-0.01888939462903972,0.013467798579891742
BCOM,1.051454138702461,2012-09-28 00:00:00,4.4849999999999994,4.2655212765957433,0.010098811747484504,0.042545329372009735
LNCGY,1.0,2012-10-01 00:00:00,6.7599999999999998,6.7599999999999998,0.03920118343195278,0.19693070138053079
CCMO,1.0,2012-10-02 00:00:00,2.0874999999999999,2.0874999999999999,-0.016766467065868373,0.016429621034618175
CPST,1.0,2012-10-03 00:00:00,1.0349999999999999,1.0349999999999999,-0.019323671497584519,0.32058513257717763
LNCGY,1.0,2012-10-04 00:00:00,7.5,7.5,0.020000000000000011,0.014014334756651901
INO,1.0,2012-10-05 00:00:00,0.63,0.63,0.0,0.35521882020831708
BCOM,1.0516898608349901,2012-10-08 00:00:00,5.2574999999999994,4.9990973534971639,-0.076674358945490351,0.051106777311120649
EZPW,1.0,2012-10-09 00:00:00,20.122499999999999,20.122499999999999,-0.02571748043235178,0.011829100479877256
TXMD,1.0,2012-10-10 00:00:00,2.6575000000000002,2.6575000000000002,-0.01411100658513631,0.01472861429886101
INSM,1.0,2012-10-11 00:00:00,6.6475,6.6475,-0.041368935690109021,0.019372996974644462
CCMO,1.0,2012-10-12 00:00:00,2.4725000000000001,2.4725000000000001,0.03336703741152669,0.018577471583247226
TXMD,1.0,2012-10-15 00:00:00,2.605,2.605,0.02303262955854124,0.034980211101452836
CSU,1.0,2012-10-16 00:00:00,16.1175,16.1175,0.0023266635644487717,0.09390782844652408
EDMC,1.0,2012-10-17 00:00:00,3.5724999999999998,3.5724999999999998,-0.024492652204338598,0.008630865603680489
CHEF,1.0,2012-10-18 00:00:00,17.037499999999998,17.037499999999998,-0.0014673514306675628,0.015711001010818276
SHEN,1.040506329113924,2012-10-19 00:00:00,16.794999999999998,16.141180048661802,-0.017967572394617881,0.010739406860835255
EDMC,1.0,2012-10-22 00:00:00,3.1699999999999999,3.1699999999999999,0.010252365930599305,0.012675721840781284
BCOM,1.0507692307692311,2012-10-23 00:00:00,6.6950000000000003,6.3715226939970719,-0.0036299327013337157,0.022819007872317627
OREX,1.0,2012-10-24 00:00:00,5.5499999999999998,5.5499999999999998,0.026126126126126081,0.012403903197474229
DHT,1.0257009345794392,2012-10-25 00:00:00,4.3425000000000002,4.2336902050113903,-0.0054164530731584115,0.01321599297772382
PKOH,1.0,2012-10-26 00:00:00,21.855,21.855,0.01029512697323276,0.2272725444481796
CAAED,0.099173553719008281,2012-10-29 00:00:00,0.35999999999999999,3.6299999999999999,0.0,-0.0029763968901160408
CAAED,0.099173553719008281,2012-10-30 00:00:00,0.35999999999999999,3.6299999999999999,0.0055096418732782926,0.0014702653505305452
BCOM,1.0502692998204666,2012-10-31 00:00:00,5.7925000000000004,5.5152521367521379,-0.053880383723130532,0.025935866844301363
SSI,1.0328200972447326,2012-11-01 00:00:00,25.210000000000001,24.408897606904674,0.015738345826612932,0.037685417705869965
PLUG,1.0,2012-11-02 00:00:00,0.78249999999999997,0.78249999999999997,0.006389776357827559,1.4705056495208613
IMOS,1.0209241499564079,2012-11-05 00:00:00,11.5375,11.301035439795045,0.027593296902701736,0.018415486602530909
SREV,1.0,2012-11-06 00:00:00,5.2675000000000001,5.2675000000000001,-0.02420503084954917,0.1262514824504839
VVUS,1.0,2012-11-07 00:00:00,11.085000000000001,11.085000000000001,-0.050293188994136262,0.025716405960644218
CCMO,1.0,2012-11-08 00:00:00,3.5099999999999998,3.5099999999999998,-0.027777777777777686,0.12551193179391848
VVUS,1.0,2012-11-09 00:00:00,10.465,10.465,0.074056378404204315,0.048501742665332657
MNI,1.0,2012-11-12 00:00:00,2.8424999999999998,2.8424999999999998,-0.0079155672823219003,0.14111059569078016
BCOM,1.05,2012-11-13 00:00:00,4.6025,4.3833333333333329,-0.058267054350257134,0.018162616139585419
LPSN,1.0,2012-11-14 00:00:00,13.275,13.275,-0.033521657250470738,0.014229228718094962
RGS,1.0144563167818983,2012-11-15 00:00:00,16.037500000000001,15.808960656753412,0.0021373636987429561,0.028853518972070023
SB,1.0605187319884726,2012-11-16 00:00:00,3.6575000000000002,3.4487839673913041,-0.034939345069136318,0.016089746474190734
SB,1.0606060606060606,2012-11-19 00:00:00,3.5299999999999998,3.3282857142857143,-0.0098378550107757201,0.032261821912569072
BCRX,1.0,2012-11-20 00:00:00,1.4850000000000001,1.4850000000000001,0.1060606060606062,0.049914915332749325
CAK,2.4482758620689657,2012-11-21 00:00:00,0.72999999999999998,0.29816901408450702,-0.039911448896283841,0.01398992003127964
CAAED,0.10033444816053511,2012-11-22 00:00:00,0.29999999999999999,2.9900000000000002,0.024759952529938456,-0.0028038293945580987
CAK,2.3928571428571428,2012-11-23 00:00:00,0.68499999999999994,0.28626865671641788,-0.021897810218977853,0.039906436098351115
SB,1.0451807228915664,2012-11-26 00:00:00,3.4674999999999998,3.3176080691642644,-0.00046225188899895459,0.010958263727134168
BCRX,1.0,2012-11-27 00:00:00,1.4299999999999999,1.4299999999999999,0.017482517482517501,0.017681646411456309
TXMD,1.0,2012-11-28 00:00:00,1.9350000000000001,1.9350000000000001,0.036175710594315236,0.044165488527478772
SP,1.0,2012-11-29 00:00:00,21.855,21.855,0.0099519560741250235,0.093063934047956431
LQDT,1.0,2012-11-30 00:00:00,39.510000000000012,39.510000000000012,0.027018476335104902,0.010733228417869849
BCRX,1.0,2012-12-03 00:00:00,1.5549999999999999,1.5549999999999999,-0.059485530546623866,0.059656400053246877
ARRY,1.0,2012-12-04 00:00:00,3.7574999999999998,3.7574999999999998,-0.015302727877578359,0.13391915739834434
BCRX,1.0,2012-12-05 00:00:00,1.3999999999999999,1.3999999999999999,0.012499999999999956,0.030962536685976483
ANIK,1.0,2012-12-06 00:00:00,9.4625000000000004,9.4625000000000004,0.01321003963011913,0.014972975738905504
